0.40, 2.75, 0.04
1541716873.156837, 18.0000, 0.0000, 0.0000, 0.0000, 178.6047, 0.0000, 36.0000, 21.8544, 0.2443
1541716873.169680, 18.0000, 0.0000, 0.0000, 0.0000, 178.6047, 0.0000, 36.0000, 21.8367, 0.2443
1541716873.184074, 18.0000, 0.0000, 0.0000, 0.0000, 178.6047, 0.0000, 36.0000, 21.8544, 0.2443
1541716873.195457, 18.0000, 0.0000, 0.0000, 0.0000, 178.6047, 0.0000, 36.0000, 21.8367, 0.2443
1541716873.206321, 18.0000, 0.0000, 0.0000, 0.0000, 178.6047, 0.0000, 36.0000, 21.8722, 0.2443
1541716873.217203, 18.0000, 0.0000, 0.0000, 0.0000, 178.6047, 0.0000, 36.0000, 21.8722, 0.2443
1541716873.228408, 18.0000, 0.0000, 0.0000, 0.0000, 178.6047, 0.0000, 36.0000, 21.8633, 0.2443
1541716873.239565, 18.0000, 0.0000, 0.0000, 0.0000, 178.6047, 0.0000, 36.0000, 21.8456, 0.2443
1541716873.253395, 18.0000, 0.0000, 0.0000, 0.0000, 178.6047, 0.0000, 36.0000, 21.8633, 0.2443
1541716873.264451, 18.0000, 0.0000, 0.0000, 0.0000, 178.6047, 0.0000, 36.0000, 21.8633, 0.2443
1541716873.276851, 18.0000, 0.0000, 0.0000, 0.0000, 178.6047, 0.0000, 36.0000, 21.8633, 0.2443
1541716873.287828, 18.0000, 0.0000, 0.0000, 0.0000, 178.6047, 0.0000, 36.0000, 21.8722, 0.2443
1541716873.298948, 18.0000, 0.0000, 0.0000, 0.0000, 178.6047, 0.0000, 36.0000, 21.8722, 0.2443
1541716873.313575, 18.0000, 0.0000, 0.0000, 0.0000, 178.6047, 0.0000, 36.0000, 21.8633, 0.2443
1541716873.325947, 18.0000, 0.0000, 0.0000, 0.0000, 178.6047, 0.0000, 36.0000, 21.8810, 0.2443
1541716873.337079, 18.0000, 0.0000, 0.0000, 0.0000, 178.6047, 0.0000, 36.0000, 21.8544, 0.2443
1541716873.348204, 18.0000, 0.0000, 0.0000, 0.0000, 178.6047, 0.0000, 36.0000, 21.8544, 0.2443
1541716873.359323, 18.0000, 0.0000, 0.0000, 0.0000, 178.6047, 0.0000, 36.0000, 21.8810, 0.2443
1541716873.376450, 18.0000, 0.0000, 0.0000, 0.0000, 178.6047, 0.0000, 36.0000, 21.8633, 0.2443
1541716873.388137, 18.0000, 0.0000, 0.0000, 0.0000, 178.6047, 0.0000, 36.0000, 21.8633, 0.2443
1541716873.399694, 18.0000, 0.0000, 0.0000, 0.0000, 178.6047, 0.0000, 36.0000, 21.8722, 0.2443
1541716873.414329, 18.0000, 0.0000, 0.0000, 0.0000, 178.6047, 0.0000, 36.0000, 21.8633, 0.2443
1541716873.426446, 18.0000, 0.0000, 0.0000, 0.0000, 178.6047, 0.0000, 36.0000, 21.8633, 0.2443
1541716873.437319, 18.0000, 0.0000, 0.0000, 0.0000, 178.6047, 0.0000, 36.0000, 21.8633, 0.2443
1541716873.448323, 18.0000, 0.0000, 0.0000, 0.0000, 178.6047, 0.0000, 36.0000, 21.8456, 0.2443
1541716873.459217, 18.0000, 0.0000, 0.0000, 0.0000, 178.6047, 0.0000, 36.0000, 21.8633, 0.2443
1541716873.476323, 18.0000, 0.0000, 0.0000, 0.0000, 178.6047, 0.0000, 36.0000, 21.8633, 0.2443
1541716873.487198, 18.0000, 0.0000, 0.0000, 0.0000, 178.6047, 0.0000, 36.0000, 21.8722, 0.2443
1541716873.499005, 18.0000, 0.0000, 0.0000, 0.0000, 178.6047, 0.0000, 36.0000, 21.8722, 0.2443
1541716873.514224, 18.0000, 0.0000, 0.0000, 0.0000, 178.6047, 0.0000, 36.0000, 21.8544, 0.2443
1541716873.526585, 18.0000, 0.0000, 0.0000, 0.0000, 178.6047, 0.0000, 36.0000, 21.8633, 0.2443
